module,no,jurisdiction,authority_tier,law_or_bill,title_en,agency,effective_date,source_id,source_url,url_status
environment,2,Federal,federal,Energy Policy Act of 1992 — Water Efficiency Standards for Plumbing Fixtures,EPAct 1992 Federal Water Efficiency Standards for Plumbing Fixtures,U.S. Department of Energy (DOE),1994-01-01,dep_dsny_env,https://www.congress.gov/bill/102nd-congress/house-bill/776,bot_blocked
environment,3,Federal,federal,Energy Independence and Security Act of 2007 — General Service Lamp Efficiency Standards,EISA 2007 General Service Lamp Efficiency Standards (45 lumens/watt),U.S. Department of Energy (DOE),2023-08-01,dep_dsny_env,https://www.epa.gov/mercury/how-energy-independence-and-security-act-2007-affects-light-bulbs,live_200
environment,4,Federal,federal,RCRA Universal Waste Rule — Hazardous Waste Lamps (40 CFR Part 273),RCRA Universal Waste Rule — Spent Fluorescent / Mercury Lamps,U.S. Environmental Protection Agency (EPA),1999-07-06,dep_dsny_env,https://www.ecfr.gov/current/title-40/chapter-I/subchapter-I/part-273,live_200
environment,5,Federal,federal,"Oil Pollution Prevention — Spill Prevention, Control, and Countermeasure (SPCC) Rule (40 CFR Part 112)",EPA SPCC Rule — Oil/Animal-Fat & Grease Storage (40 CFR 112),U.S. Environmental Protection Agency (EPA),1974-01-10,dep_dsny_env,https://www.ecfr.gov/current/title-40/chapter-I/subchapter-D/part-112,live_200
environment,6,Federal,federal,NPDES 2021 Multi-Sector General Permit for Industrial Stormwater (MSGP),EPA 2021 Multi-Sector General Permit — Industrial Stormwater,U.S. Environmental Protection Agency (EPA),2021-03-01,dep_dsny_env,https://www.epa.gov/npdes/stormwater-discharges-industrial-activities-epas-2021-msgp,live_200
environment,7,Federal,federal,AIM Act Technology Transitions Rule — HFC Restrictions in Refrigeration (40 CFR Part 84),AIM Act HFC Technology Transitions — Refrigeration (GWP 150),U.S. Environmental Protection Agency (EPA),2025-01-01,dep_dsny_env,https://www.epa.gov/hfcs/technology-transitions-hfc-restrictions-sector,live_200
environment,8,Federal,federal,FIFRA Pesticide Device Requirements — Establishment Registration & Labeling (40 CFR 167 / Part 152),FIFRA Pesticide Device — Producing-Establishment Registration & Labeling,U.S. Environmental Protection Agency (EPA),,dep_dsny_env,https://www.epa.gov/pesticide-registration/pesticide-registration-manual-chapter-13-devices,live_200
environment,9,Federal,federal,Designation of PFOA and PFOS as CERCLA Hazardous Substances,EPA PFAS CERCLA Hazardous Substance Designation (PFOA/PFOS),U.S. Environmental Protection Agency (EPA),2024-07-08,dep_dsny_env,https://www.epa.gov/superfund/designation-perfluorooctanoic-acid-pfoa-and-perfluorooctanesulfonic-acid-pfos-cercla,live_200
environment,10,Federal,federal,Lead and Copper Rule Improvements (LCRI) — National Primary Drinking Water Regulation,EPA Lead and Copper Rule Improvements (LCRI),U.S. Environmental Protection Agency (EPA),2027-11-01,dep_dsny_env,https://www.epa.gov/ground-water-and-drinking-water/lead-and-copper-rule-improvements,live_200
environment,11,Federal,federal,National Strategy to Prevent Plastic Pollution,EPA National Strategy to Prevent Plastic Pollution,U.S. Environmental Protection Agency (EPA),2024-11-21,dep_dsny_env,https://www.epa.gov/newsreleases/biden-harris-administration-announces-national-strategy-prevent-plastic-pollution,live_200
environment,12,New York State,state,Paper Carryout Bag Reduction Fee (Bag Waste Reduction Act),Paper Carryout Bag Reduction Fee,New York State Department of Taxation and Finance (with NYSDEC); locally adopted by New York City,2020-03-01,dep_dsny_env,https://www.tax.ny.gov/bus/st/paper-carryout-bag-fee.htm,live_200
environment,13,New York State,state,6 NYCRR Part 494 - Hydrofluorocarbon Standards and Reporting,Hydrofluorocarbon (HFC) Standards and Reporting,New York State Department of Environmental Conservation (NYSDEC),2025-01-09,dep_dsny_env,https://dec.ny.gov/sites/default/files/2025-05/part494factsheet.pdf,live_200
environment,14,New York City,city_local,Air Pollution Control Code - Commercial Cook Stove & Char Broiler Emission Controls (Local Law 38 of 2015),Commercial Cook Stove & Char Broiler Emission Controls,New York City Department of Environmental Protection (DEP),2020-01-01,dep_dsny_env,https://www.nyc.gov/site/dep/environment/building-construction-emissions.page,live_200
environment,15,New York City,city_local,Trade Waste Removal License & Licensed Private Carter Requirement (Admin Code Title 16-B),Trade Waste Removal License & Licensed Private Carter Requirement,New York City Business Integrity Commission (BIC),,dep_dsny_env,https://www.nyc.gov/site/bic/industries/trade-waste-fees.page,live_200
environment,16,New York City,city_local,NYC Plumbing Code Section 1003.3.1 - Grease Interceptor Design & Installation Requirement,Grease Interceptor Design & Installation Requirement,New York City Department of Buildings (DOB); sizing per Department of Environmental Protection (DEP),,dep_dsny_env,https://up.codes/viewer/new_york_city/nyc-plumbing-code-2022/chapter/10/traps-interceptors-and-separators,live_200
environment,17,New York City,city_local,"Single-Use Plastic Beverage Stirrer & Splash Stick Ban (Local Law 64 of 2021, Admin Code 16-401)",Single-Use Plastic Beverage Stirrer & Splash Stick Ban,New York City Department of Sanitation (DSNY),2021-11-01,dep_dsny_env,https://www.nyc.gov/site/dsny/businesses/materials-handling/plastic-straws.page,live_200
environment,18,New York State,state,Packaging Reduction and Recycling Infrastructure Act (S1464A / A1749A),Packaging Reduction and Recycling Infrastructure Act (PRRIA),New York State Legislature / proposed for NYSDEC implementation,,dep_dsny_env,https://www.nysenate.gov/legislation/bills/2025/S1464,bot_blocked
environment,19,New York State,state,"Food Donation and Food Scraps Recycling Law (ECL Article 27, Title 22)",Food Donation and Food Scraps Recycling Law,New York State Department of Environmental Conservation (NYSDEC),2022-01-01,dep_dsny_env,https://dec.ny.gov/environmental-protection/recycling-composting/organic-materials-management/food-donation-scraps-recycling-law,live_200
environment,20,New York City,city_local,Local Law 97 of 2019 - Building Greenhouse Gas Emissions Limits (Climate Mobilization Act),Building Greenhouse Gas Emissions Limits,New York City Department of Buildings (DOB),2024-01-01,dep_dsny_env,https://rules.cityofnewyork.us/rule/annual-greenhouse-gas-ghg-emissions-limits-for-buildings/,bot_blocked
environment,21,New Jersey,state,New Jersey Statewide Mandatory Source Separation and Recycling Act,NJ Statewide Mandatory Source Separation and Recycling Act,"New Jersey Department of Environmental Protection (NJDEP), Division of Sustainable Waste Management; administered locally via county/municipal recycling coordinators",1987-04-20,dep_dsny_env,https://dep.nj.gov/nj-state-of-the-environment/timeline/1987-new-jersey-statewide-source-separation-and-recycling-act/,live_200
environment,22,New Jersey,state,"New Jersey Uniform Construction Code — Plumbing Subcode, Grease Interceptor Requirement",NJ Uniform Construction Code Plumbing Subcode — Grease Interceptor Requirement,NJ Department of Community Affairs (Uniform Construction Code) with enforcement by local sewer utilities/authorities and municipal plumbing officials,,dep_dsny_env,https://www.mountolivetwpnj.org/environmental-health/page/retail-food-establishments,bot_blocked
environment,23,New Jersey,state,Solid Waste Utility Control Act / A-901 Licensing for Waste Transporters,A-901 Licensing for Solid/Hazardous Waste Transporters,"NJDEP Division of Sustainable Waste Management, with the NJ Office of the Attorney General and NJ State Police (background vetting)",,dep_dsny_env,https://dep.nj.gov/dshw/a901/,live_200
environment,24,New Jersey,state,"Recycling Enhancement Act (P.L. 2007, c.311) — Recycling Tax",Recycling Enhancement Act — $3/ton Recycling Tax,NJ Division of Taxation and NJDEP (recycling program funding),2008-04-01,dep_dsny_env,https://www.nj.gov/dep/dshw//recycling/faqs_recycle_tax.pdf,live_200
environment,25,New Jersey,state,"New Jersey Food Waste Recycling and Food Waste-to-Energy Production Law (P.L. 2020, c.24)",NJ Food Waste Recycling Law — Large Food Waste Generators (P.L. 2020 c.24),NJDEP (with county/local health departments),2021-10-14,dep_dsny_env,https://www.njleg.state.nj.us/2020/Bills/PL20/24_.HTM,live_200
environment,26,New Jersey,state,"New Jersey Plastic Pollution Reduction Act — Carryout Bag Ban & Plastic Straw-on-Request (P.L. 2020, c.117)",NJ Plastic Pollution Reduction Act — Bag Ban & Straw-on-Request (P.L. 2020 c.117),"NJDEP, with municipalities, County Environmental Health Act (CEHA) agencies, and NJ Department of Health",2022-05-04,dep_dsny_env,https://business.nj.gov/bags/plastic-ban-law,live_200
environment,27,New Jersey,state,"New Jersey Polystyrene Foam Food Service Product Ban (P.L. 2020, c.117) & 2024 NJDEP Exemption Extension",NJ Polystyrene Foam Foodware Ban & 2024 NJDEP Exemption Extension,"NJDEP, with municipalities/CEHA and NJ Department of Health",2022-05-04,dep_dsny_env,https://dep.nj.gov/get-past-plastic/,live_200
environment,28,New Jersey,state,"New Jersey Prohibition on Hydrofluorocarbons in Certain Products and Equipment (P.L. 2019, c.507 / A5583)",NJ Prohibition on Hydrofluorocarbons in Certain Equipment (P.L. 2019 c.507),NJDEP,2020-07-01,dep_dsny_env,https://pub.njleg.gov/bills/2018/PL19/507_.HTM,live_200
environment,29,New Jersey,state,New Jersey Pollutant Discharge Elimination System (NJPDES) — Industrial Wastewater & Sewer Connection Permitting (N.J.A.C. 7:14A),NJPDES Industrial Wastewater & Sewer Connection Permitting (N.J.A.C. 7:14A),NJDEP Division of Water Quality,,dep_dsny_env,https://dep.nj.gov/dwq/wastewater/surface-water-discharge/,live_200
environment,30,New Jersey,state,Basic Industrial Stormwater General Permit (NJPDES Permit No. 5G2),NJ Basic Industrial Stormwater General Permit (5G2),NJDEP Bureau of NJPDES Stormwater Permitting,,dep_dsny_env,https://dep.nj.gov/stormwater/industrial-stormwater/general-permits/basic-industrial-stormwater-permit-5g2/,live_200
environment,31,New Jersey,state,"New Jersey Packaging Product Stewardship Act (S208 / S3398, 2024–2025 Session) — Proposed Packaging EPR","NJ Packaging Product Stewardship Act (Proposed Packaging EPR, S208/S3398)",NJDEP (would administer); NJ Legislature (pending),,dep_dsny_env,https://legiscan.com/NJ/text/S208/id/2875807,bot_blocked
environment,32,California,state,SB 1383 — Short-Lived Climate Pollutants: Organic Waste Reduction (Mandatory Commercial Organics Recycling),SB 1383 Mandatory Commercial Organic Waste Recycling,California Department of Resources Recycling and Recovery (CalRecycle),2022-01-01,dep_dsny_env,https://calrecycle.ca.gov/organics/slcp/,bot_blocked
environment,33,California,state,AB 1276 — Single-Use Foodware Accessories and Standard Condiments,AB 1276 Single-Use Foodware Accessories Available by Request Only,Local enforcement agency designated by each city/county (statute in CA Public Resources Code),2022-01-01,dep_dsny_env,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1276,live_200
environment,34,California,state,SB 54 — Plastic Pollution Prevention and Packaging Producer Responsibility Act,SB 54 Packaging Extended Producer Responsibility Act,California Department of Resources Recycling and Recovery (CalRecycle); Circular Action Alliance (PRO),2026-05-01,dep_dsny_env,https://calrecycle.ca.gov/Laws/Rulemaking/SB54Regulations/,bot_blocked
environment,35,California,state,SB 54 Expanded Polystyrene (EPS) Foam Food Service Ware Prohibition,California EPS Foam Foodware Sale/Distribution Ban (under SB 54),California Department of Resources Recycling and Recovery (CalRecycle); CA Attorney General (enforcement),2025-01-01,dep_dsny_env,https://www.oag.ca.gov/news/press-releases/attorney-general-bonta-issues-reminder-eps-foam-food-service-ware-ban-california,live_200
environment,36,California,state,AB 1200 — Plant-Based Food Packaging: PFAS Prohibition,AB 1200 PFAS Ban in Plant-Fiber Food Packaging,California Department of Toxic Substances Control / CA Attorney General (enforcement); statute in Health & Safety Code,2023-01-01,dep_dsny_env,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB1200,live_200
environment,37,California,state,SB 1206 — Hydrofluorocarbons: Prohibition on High-GWP Bulk HFC Sales,SB 1206 High-GWP Bulk HFC Refrigerant Sales Phase-Down,California Air Resources Board (CARB),2025-01-01,dep_dsny_env,https://ww2.arb.ca.gov/our-work/programs/sb-1206,live_200
environment,38,California,state,"Refrigerant Management Program (RMP), Title 17 CCR §§ 95380–95398",CARB Refrigerant Management Program (RMP),California Air Resources Board (CARB),,dep_dsny_env,https://ww2.arb.ca.gov/our-work/programs/refrigerant-management-program,live_200
environment,39,California,state,"Fats, Oils, and Grease (FOG) Control Program & California Plumbing Code Grease Interceptor Requirements",California FOG Control Program & Plumbing Code Grease Interceptor Rules,State Water Resources Control Board / Regional Water Quality Control Boards (via local sewer agencies); California Building Standards Commission (Plumbing Code),,dep_dsny_env,https://www.waterboards.ca.gov/water_issues/programs/sso/,live_200
environment,40,California,state,AB 793 — Recycling: Plastic Beverage Containers: Minimum Recycled Content,AB 793 Minimum Postconsumer Recycled Content for Plastic Beverage Containers,California Department of Resources Recycling and Recovery (CalRecycle),2022-01-01,dep_dsny_env,https://calrecycle.ca.gov/bevcontainer/bevdistman/,bot_blocked
environment,41,California,state,SB 1046 — Solid Waste: Precheckout and Carryout Bags (Compostable/Recycled Paper Produce Bags),SB 1046 Precheckout Bags Must Be Compostable or Recycled Paper,California Department of Resources Recycling and Recovery (CalRecycle); local enforcement,2025-01-01,dep_dsny_env,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB1046,live_200
environment,42,California,state,SB 1167 (2023–2024) — Solid Waste: Single-Use Drinking Vessels at Chain Restaurants,SB 1167 Reusable Cups for Dine-In Chain Restaurants (Proposed),California Legislature (Sen. Catherine Blakespear); would be implemented via CalRecycle,,dep_dsny_env,https://calmatters.digitaldemocracy.org/bills/ca_202320240sb1167,live_200
environment,43,Massachusetts,state,Commercial Food Material Disposal Ban (310 CMR 19.017),Massachusetts Commercial Food Material Disposal Ban,Massachusetts Department of Environmental Protection (MassDEP),2022-11-01,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/310-CMR-19-017,live_200
environment,44,Massachusetts,state,"MassDEP Waste Disposal Bans — Recyclable Paper, Containers & Cardboard (310 CMR 19.017)",Massachusetts Waste Disposal Bans on Recyclables,Massachusetts Department of Environmental Protection (MassDEP),,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/310-CMR-19-017,live_200
environment,45,Massachusetts,state,Massachusetts Uniform State Plumbing Code — Grease Interceptors (248 CMR 10.09),Massachusetts Plumbing Code Grease Interceptor Requirement,Massachusetts Board of State Examiners of Plumbers and Gas Fitters,,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/248-CMR-10-09,live_200
environment,46,Massachusetts,state,MWRA Sewer Use Regulations — FOG / Grease Interceptor Requirements (360 CMR 10.000),MWRA Sewer Use Regulations (FOG),Massachusetts Water Resources Authority (MWRA),,dep_dsny_env,https://www.mwra.com/sites/default/files/2023-11/360_CMR_10_090619.pdf,live_200
environment,47,Massachusetts,state,Boston Water and Sewer Commission — Commercial Kitchen Grease Trap Guidelines (100 mg/L FOG limit),Boston Water & Sewer Commission Grease Trap Guidelines,Boston Water and Sewer Commission (BWSC),,dep_dsny_env,https://www.bwsc.org/business-customers/programs-guidelines-assistance/commercial-kitchen-grease-trap-guidelines,live_200
environment,48,Massachusetts,state,Septage Hauler Permit — Transport of Grease Trap Waste (M.G.L. c. 111 §31; 310 CMR 15.000),Massachusetts Septage / Grease Waste Hauler Permit,"Local Boards of Health / MassDEP (Title 5, 310 CMR 15.000)",,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/department-310-CMR/title-310-CMR-15.000,live_200
environment,49,Massachusetts,state,Prohibitions on Use of Certain Hydrofluorocarbons (310 CMR 7.76),Massachusetts HFC Prohibitions,Massachusetts Department of Environmental Protection (MassDEP),2021-01-01,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/310-CMR-7-76,live_200
environment,50,Massachusetts,state,Mass Ready Act (S.3050) — Statewide Single-Use Plastic Bag Ban & Foodware-on-Request,Mass Ready Act — Plastic Bag Ban & Foodware-on-Request (Proposed),Massachusetts Legislature (to be enforced by MassDEP / municipalities),,dep_dsny_env,https://malegislature.gov/Bills/194/S3050,live_200
environment,51,Massachusetts,state,Better Bottle Bill Expansion — Modernization of the Beverage Container Deposit (Proposed Amendment to M.G.L. c. 94 §321 et seq.),Massachusetts Better Bottle Bill Expansion (Proposed),Massachusetts Legislature (program administered by MassDEP),,dep_dsny_env,https://www.bottlebill.org/index.php/current-and-proposed-laws/usa/massachusetts,bot_blocked
environment,52,Massachusetts,state,Massachusetts NPDES Stormwater Permitting & Stormwater Management Standards,Massachusetts NPDES Stormwater Permitting & Standards,U.S. EPA Region 1 & Massachusetts Department of Environmental Protection (MassDEP),,dep_dsny_env,https://www.mass.gov/info-details/stormwater-permitting,bot_blocked
environment,53,Massachusetts,state,Solid Waste Hauler Waste-Ban Compliance Obligations (310 CMR 19.017),Massachusetts Solid Waste Hauler Waste-Ban Compliance,Massachusetts Department of Environmental Protection (MassDEP),,dep_dsny_env,https://www.law.cornell.edu/regulations/massachusetts/310-CMR-19-017,live_200
environment,54,Washington DC,city_local,"DC Water Fats, Oils & Grease (FOG) Control Program for Food Service Establishments",DC Water FOG Control Program for Food Service Establishments,DC Water (District of Columbia Water and Sewer Authority),,dep_dsny_env,https://www.dcwater.com/work-us/customer-compliance-services/fats-ragswipes-oil-and-grease-frog/food-service-establishments-and-compliance,live_200
environment,55,Washington DC,city_local,Compostable or Recyclable Disposable Food Service Ware Required (Sustainable DC Omnibus Amendment Act of 2014; D.C. Code § 8-1533) — incl. Expanded Polystyrene Foam Ban (§ 8-1532),"Compostable/Recyclable Food Service Ware Required & Foam Ban (D.C. Code § 8-1533, § 8-1532)",District Department of Energy and Environment (DOEE),2017-01-01,dep_dsny_env,https://code.dccouncil.gov/us/dc/council/code/sections/8-1533,live_200
environment,56,Washington DC,city_local,Disposable Food Service Accessories By Request Only (Zero Waste Omnibus Amendment Act of 2020; D.C. Law 23-211),Accessory Disposable Foodware By Request Only (D.C. Law 23-211),District Department of Energy and Environment (DOEE),2022-01-01,dep_dsny_env,https://doee.dc.gov/service/utensils,live_200
environment,57,Washington DC,city_local,Requirements for Commercial Food Waste — Source Separation (Zero Waste Omnibus Amendment Act of 2020; D.C. Code § 8-1031.03a),Commercial Food Waste Source Separation (D.C. Code § 8-1031.03a),District Department of Energy and Environment (DOEE) / Department of Public Works,2023-01-01,dep_dsny_env,https://code.dccouncil.gov/us/dc/council/code/sections/8-1031.03a,live_200
environment,58,Washington DC,city_local,Solid Waste Collector Registration and Reporting (D.C. Code §§ 8-1031.05 and 8-1031.06),Solid Waste Collector Registration & Reporting (D.C. Code §§ 8-1031.05/.06),Department of Public Works — Office of Waste Diversion (OWD),,dep_dsny_env,https://dpw.dc.gov/swcinfo,live_200
environment,59,Washington DC,city_local,"Recycling Refund and Litter Reduction Amendment Act of 2025 (DC Bottle Bill, B26-0058)",Recycling Refund and Litter Reduction Amendment Act of 2025 (B26-0058),Council of the District of Columbia / District Department of Energy and Environment (DOEE),,dep_dsny_env,https://lims.dccouncil.gov/Legislation/B26-0058,live_200
environment,60,Washington DC,city_local,"Stormwater Management Performance Requirements (Title 21 DCMR, Chapter 5; § 21-520)",Stormwater Management Performance Requirements (21 DCMR § 21-520),District Department of Energy and Environment (DOEE),2013-07-19,dep_dsny_env,https://www.dcregs.dc.gov/Common/DCMR/SectionList.aspx?SectionNumber=21-520,live_200
environment,61,Florida,state,Septage and Food Establishment Sludge — Grease Interceptor Pump-Out Permit (Fla. Admin. Code R. 62-6.010),Septage & Food Establishment Sludge / Grease Interceptor Pump-Out Permit (F.A.C. 62-6.010),Florida Department of Environmental Protection (DEP),,dep_dsny_env,https://www.flrules.org/gateway/RuleNo.asp?ID=62-6.010,live_200
environment,62,Florida,state,State Preemption of Polystyrene Regulation (Fla. Stat. § 500.90),State Preemption of Polystyrene Regulation (Fla. Stat. § 500.90),Florida Department of Agriculture and Consumer Services (entities regulated under Chapter 500),2016-01-01,dep_dsny_env,https://www.flsenate.gov/laws/statutes/2023/500.90,live_200
environment,63,Florida,state,Florida 75% Recycling Goal and Recycling Reporting (Fla. Stat. § 403.7032),Florida 75% Recycling Goal & Reporting (Fla. Stat. § 403.7032),Florida Department of Environmental Protection (DEP),2008-07-01,dep_dsny_env,https://www.flsenate.gov/laws/statutes/2024/403.7032,live_200
environment,64,Florida,state,"Florida Building Code, Energy Conservation — Commercial Water-Efficiency / Plumbing Fixture Requirements","Florida Building Code, Energy Conservation — Commercial Water Efficiency / Plumbing Fixtures",Florida Building Commission / local building officials (Florida Department of Business and Professional Regulation),2023-12-31,dep_dsny_env,https://codes.iccsafe.org/content/FLEC2023P1/chapter-4-ce-commercial-energy-efficiency,live_200
environment,65,Federal,federal,Clean Water Act Section 402 — National Pollutant Discharge Elimination System (NPDES) Permit Program,Clean Water Act §402 NPDES Permit Program,U.S. Environmental Protection Agency (EPA) / authorized state agencies,1972-10-18,dep_dsny_env,https://www.epa.gov/cwa-404/clean-water-act-section-402-national-pollutant-discharge-elimination-system,live_200
environment,66,California,state,AB 341 — Mandatory Commercial Recycling,California Mandatory Commercial Recycling (AB 341),California Department of Resources Recycling and Recovery (CalRecycle),2012-07-01,dep_dsny_env,https://calrecycle.ca.gov/recycle/commercial/,bot_blocked
environment,67,California,state,"CalGreen (Title 24, Part 11) §5.303 — Nonresidential Indoor Water Use Reduction",CalGreen Nonresidential Water Use Reduction (§5.303),California Building Standards Commission / local building departments,2011-01-01,dep_dsny_env,https://www.dgs.ca.gov/BSC/codes,live_200
environment,68,New York State,state,"Expanded Polystyrene Foam Container & Polystyrene Loose Fill Packaging Ban (ECL Article 27, Title 30)",NYS Polystyrene Foam Container Ban,New York State Department of Environmental Conservation (DEC),2022-01-01,dep_dsny_env,https://dec.ny.gov/environmental-protection/recycling-composting/go-foam-free,live_200
environment,69,New York State,state,Air Pollution Control Permits and Registrations (6 NYCRR Part 201),NYS Air Permits & Registrations (6 NYCRR Part 201),New York State Department of Environmental Conservation (DEC),,dep_dsny_env,https://dec.ny.gov/regulatory/permits-licenses/air/air-pollution-control-permit-program,live_200
environment,70,Washington DC,city_local,Sustainable DC Omnibus Amendment Act of 2014 — Expanded Polystyrene (Foam) Food Service Ware Ban,DC Foam Food Service Ware Ban,District Department of Energy & Environment (DOEE),2016-01-01,dep_dsny_env,https://doee.dc.gov/foam,live_200
environment,71,Washington DC,city_local,Anacostia River Clean Up and Protection Act of 2009 — Disposable Bag Fee,DC Disposable Bag Fee (Bag Law),District Department of Energy & Environment (DOEE),2010-01-01,dep_dsny_env,https://doee.dc.gov/service/purpose-and-impact-bag-law,live_200
environment,72,Massachusetts,state,Massachusetts Stretch Energy Code & Specialized Opt-In Code (225 CMR 23.00),MA Stretch & Specialized Energy Code (Commercial),Massachusetts Department of Energy Resources (DOER) / Board of Building Regulations and Standards,2023-07-01,dep_dsny_env,https://www.mass.gov/info-details/massachusetts-building-energy-codes,bot_blocked
environment,73,Florida,state,"NPDES Stormwater Construction Generic Permit (Rule 62-621.300(4), F.A.C.)",Florida NPDES Construction Generic Permit (CGP),Florida Department of Environmental Protection (FDEP),,dep_dsny_env,https://floridadep.gov/water/stormwater/content/construction-activity,live_200
environment,74,New York City,city_local,"NYC DEP Fats, Oils & Grease (FOG) Best Management Practices","NYC DEP Fats, Oils & Grease (FOG) BMP",NYC DEP,,dep_dsny_env,https://www.nyc.gov/site/dep/water/disposing-of-grease-as-a-business.page,live_200
environment,75,New York City,city_local,NYC Commercial Organics Separation (Local Law 146 of 2013),NYC Commercial Organics Separation (Local Law 146 of 2013),NYC DSNY,,dep_dsny_env,https://www.nyc.gov/assets/dsny/site/services/food-scraps-and-yard-waste-page/overview-commercial-organics,live_200
environment,76,New York City,city_local,NYC Commercial Waste Zones + Trade Waste Hauler Licensing (BIC),NYC Commercial Waste Zones and Trade Waste Hauler Licensing,NYC DSNY / BIC,,dep_dsny_env,https://www.nyc.gov/assets/dsny/site/our-work/reduce/commercial-waste-zones,live_200
environment,77,New York City,city_local,NYC Commercial Recycling Source Separation (Local Law 87/1992),NYC Commercial Recycling (Paper/Metal/Glass/Plastic),NYC DSNY,2016-08-01,dep_dsny_env,https://www.nyc.gov/site/dsny/businesses/materials-handling/businesses-recycling.page,live_200
environment,78,New York City,city_local,NYC Single-Use EPS Foam Ban (Local Law 142/2013),NYC Expanded Polystyrene Foam Ban,NYC DSNY,2019-01-01,dep_dsny_env,https://www.nyc.gov/assets/dsny/site/our-work/reduce-reuse-recycle/foam-ban,live_200
environment,79,New York City,city_local,"NYC ""Skip the Stuff"" — Foodware Accessories on Request (Local Law 6/2023)",NYC Skip-the-Stuff (Foodware Accessories on Request),NYC DSNY / DCWP,2024-07-01,dep_dsny_env,https://www.nyc.gov/assets/dsny/site/our-work/reduce-reuse-recycle/skip-the-stuff,live_200
environment,80,New York City,city_local,NYC Plastic Straw & Stirrer on Request (Local Law 64/2020),NYC Plastic Straw-on-Request,NYC DCWP / DSNY,2021-11-01,dep_dsny_env,https://www.nyc.gov/site/dsny/businesses/materials-handling/plastic-straws.page,live_200
environment,81,New York State,state,NYS Bag Waste Reduction Act (Plastic Bag Ban),NYS Plastic Bag Ban,NYSDEC,2020-10-19,dep_dsny_env,https://dec.ny.gov/environmental-protection/recycling-composting/bag-waste-reduction-law,live_200
environment,82,Federal,federal,EPA Refrigerant Management (CAA Section 608),EPA Refrigerant Management (Section 608),EPA,,dep_dsny_env,https://www.epa.gov/section608,live_200
environment,83,Federal,federal,EPA Antimicrobial (Sanitizer/Disinfectant) Registration — FIFRA,EPA FIFRA Sanitizer & Disinfectant Registration,EPA,,dep_dsny_env,https://www.epa.gov/pesticide-registration/determining-if-cleaning-product-pesticide-under-fifra,live_200
environment,84,New York City,city_local,NYC Noise Code (Equipment / HVAC),NYC Noise Code (Equipment/HVAC),NYC DEP,2007-07-01,dep_dsny_env,https://www.nyc.gov/site/dep/environment/noise-code.page,live_200
environment,85,New York State,state,NYS Returnable Container Act (Bottle Bill),NYS Bottle Bill (Container Deposit),NYSDEC,,dep_dsny_env,https://dec.ny.gov/environmental-protection/recycling-composting/bottle-bill,live_200
consumer,1,Federal,federal,"Mail, Internet, or Telephone Order Merchandise Rule (16 CFR Part 435)","FTC Mail, Internet, or Telephone Order Merchandise Rule (""30-Day Rule"")",Federal Trade Commission (FTC),1975-10-22,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/rules/mail-internet-or-telephone-order-merchandise-rule,live_200
consumer,2,Federal,federal,FTC Cooling-Off Rule (16 CFR Part 429),FTC Cooling-Off Rule — 3-Day Right to Cancel,Federal Trade Commission (FTC),1974-06-07,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/rules/cooling-period-sales-made-home-or-other-locations,live_200
consumer,3,Federal,federal,FTC Act Unfair or Deceptive Acts or Practices — Advertising Substantiation Doctrine,FTC Advertising Substantiation Doctrine (UDAP under FTC Act §5),Federal Trade Commission (FTC),1983-03-11,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/ftc-policy-statement-regarding-advertising-substantiation,live_200
consumer,4,Federal,federal,FTC Guides Concerning the Use of Endorsements and Testimonials in Advertising (16 CFR Part 255),FTC Endorsement Guides (16 CFR Part 255) — 2023 Revision,Federal Trade Commission (FTC),2023-06-29,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/federal-register-notices/16-cfr-part-255-guides-concerning-use-endorsements-testimonials-advertising,live_200
consumer,5,Federal,federal,FTC Rule on the Use of Consumer Reviews and Testimonials (16 CFR Part 465),FTC Rule on Consumer Reviews and Testimonials (16 CFR Part 465),Federal Trade Commission (FTC),2024-10-21,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/federal-register-notices/16-cfr-part-465-trade-regulation-rule-use-consumer-reviews-testimonials-final-rule,live_200
consumer,6,Federal,federal,Electronic Fund Transfer Act / Regulation E — Gift Card Rules (CARD Act; 12 CFR 1005.20),Federal Gift Card Rules — CARD Act / Regulation E (12 CFR 1005.20),Consumer Financial Protection Bureau (CFPB),2010-08-22,dcwp_ftc_consumer,https://www.consumerfinance.gov/rules-policy/regulations/1005/20/,bot_blocked
